transaction_id,customer_id,amount,transaction_date
95,200,2225.43,2026-04-04 04:30:54.321974
96,59,3564.27,2026-02-13 18:12:02.818278
97,1,3829.52,2026-01-21 08:30:27.248145
98,200,377.89,2026-03-14 10:28:22.004762
99,903,1332.18,2025-07-19 02:30:11.647056
100,200,2647.97,2025-10-06 12:46:06.636961
101,331,2974.27,2025-07-05 02:29:20.150454
102,98,3071.22,2025-06-07 20:20:15.364441
103,200,517.98,2026-01-27 20:23:53.144744
104,457,427.71,2025-09-20 17:37:25.074509
105,543,1783.26,2026-02-11 00:41:19.827420
106,200,2702.52,2026-04-03 00:28:23.818353
107,33,768.8,2026-04-04 07:04:46.865854
108,365,221.2,2025-10-27 22:42:52.593531
109,200,2522.83,2025-11-01 16:17:00.541204
110,200,712.49,2025-06-23 14:09:22.205287
111,965,363.91,2025-07-11 08:31:58.689798
112,552,319.69,2025-10-01 02:06:23.821982
113,483,756.41,2026-03-12 19:29:52.640056
114,377,1796.3,2026-05-11 08:25:31.003040
115,392,887.59,2026-01-24 09:39:35.452337
116,483,41.76,2025-11-17 07:14:02.735132
117,646,203.86,2025-09-10 00:20:11.646487
118,661,686.4,2026-04-03 06:41:50.954378
119,200,2155.88,2025-06-03 14:40:42.352916
120,433,207.42,2026-01-21 08:10:09.630228
121,371,1644.95,2025-06-25 04:45:57.305088
122,869,255.41,2026-05-20 15:44:09.447498
123,570,475.54,2026-05-07 02:27:29.005024
124,475,377.94,2026-03-04 02:29:43.629035
125,109,139.19,2025-07-08 22:03:03.319702
126,543,,2026-05-09 15:15:11.260922
127,115,1245.02,2026-03-02 12:58:10.303334
128,297,3556.35,2025-07-02 19:15:49.361006
129,166,208.26,2026-05-03 12:35:48.775358
130,635,312.68,2025-06-24 17:31:08.635218
131,200,731.89,2025-07-09 06:18:32.276386
132,365,2903.72,2026-02-23 18:01:35.244516
133,909,729.87,2025-08-06 15:50:41.994491
134,200,,2026-05-12 10:04:05.537515
135,443,717.94,2025-08-31 21:05:20.308021
136,379,167.25,2026-03-19 15:59:17.771569
137,1,5608.03,2025-08-09 05:08:42.873511
138,761,1590.53,2025-08-21 01:40:20.891739
139,42,3100.76,2025-06-13 04:10:14.456087
140,415,2147.98,2025-08-03 11:38:57.354070
141,483,1444.14,2026-05-14 08:19:33.879820
142,570,187.91,2025-11-06 08:24:09.856208
143,628,2058.55,2025-11-04 08:18:46.838826
144,206,337.71,2026-01-05 17:53:30.904201
145,1,1070.18,2026-01-30 02:41:59.406779
146,705,1983.72,2025-10-10 06:34:26.174347
147,481,3048.62,2026-01-23 16:27:53.588493
148,809,2310.65,2025-11-09 10:48:52.024065
149,793,2226.64,2026-03-10 00:17:09.232263
150,824,322.79,2026-04-06 23:27:30.830371
151,415,849.69,2025-09-24 09:46:46.730963
152,296,87.72,2025-10-06 08:11:09.176458
153,761,2542.2,2026-05-01 09:07:51.271548
154,415,6097.67,2026-03-01 13:27:35.726196
155,200,613.35,2025-09-10 09:15:23.829214
156,829,183.57,2025-11-28 07:36:16.180663
157,894,1290.89,2026-01-26 21:59:43.551371
158,415,3885.61,2025-11-27 14:44:31.799127
159,55,1605.81,2026-04-16 12:04:16.266456
160,365,95.81,2026-05-19 09:09:46.647676
161,768,7320.37,2025-07-13 11:29:04.595563
162,914,3528.09,2026-02-08 06:29:00.164220
163,200,282.19,2026-05-21 23:38:10.021520
164,40,5096.91,2026-04-07 18:50:23.650136
165,886,1198.18,2025-06-27 15:09:14.179072
166,365,930.11,2025-09-10 07:50:55.548577
167,483,1236.28,2025-10-27 18:30:17.038225
168,965,3598.44,2026-02-14 02:34:04.811196
169,39,,2025-07-20 11:11:04.814777
170,577,122.15,2026-05-12 08:42:46.084986
171,51,6321.42,2026-03-05 10:38:06.030224
172,357,319.83,2026-05-01 13:11:44.245383
173,768,2737.44,2025-12-28 20:09:25.648057
174,396,2021.95,2025-11-27 10:15:19.913056
175,992,,2026-05-03 00:28:48.688931
176,483,374.42,2025-06-10 18:09:47.252221
177,291,4085.49,2026-05-07 02:20:56.762320
178,200,1088.4,2025-06-09 11:46:36.582384
179,324,2125.97,2026-02-08 18:05:10.361343
180,350,1402.65,2025-07-10 01:32:15.790578
181,42,2599.16,2026-04-28 14:07:05.234682
182,347,1304.94,2026-03-22 00:22:12.641049
183,415,677.61,2026-01-10 20:31:01.646095
184,705,903.18,2025-09-16 03:06:42.573950
185,581,3919.09,2025-09-30 11:09:19.425776
186,681,,2025-08-03 08:49:31.044768
187,1,480.2,2025-08-20 19:59:48.358289
188,200,5454.63,2026-02-27 03:13:56.539075
189,588,3185.17,2026-01-17 11:42:55.338120
190,415,114.55,2026-04-12 03:25:26.396799
191,1,13704.57,2025-09-30 05:02:43.194907
192,770,2374.41,2025-12-14 23:07:09.069504
193,746,349.34,2025-06-11 01:10:50.796495
194,483,,2026-04-29 22:30:03.838069
195,39,2358.21,2026-02-10 02:15:04.280341
196,741,3026.08,2025-10-27 21:45:17.866252
197,521,546.34,2025-07-16 05:26:49.913118
198,751,594.03,2025-07-17 04:01:48.016045
199,733,733.8,2025-07-30 19:37:11.248326
200,768,1822.7,2025-11-14 15:52:48.499248
201,457,377.04,2026-03-19 21:38:08.229378
202,158,220.17,2025-10-04 13:06:32.920696
203,603,2271.78,2025-07-04 04:57:42.510808
204,561,3020.07,2026-03-08 06:59:31.043968
205,729,1390.02,2026-01-29 17:43:23.869756
206,200,904.59,2025-12-15 16:27:48.735928
207,200,1131.42,2026-02-07 03:57:23.998447
208,903,983.38,2025-10-30 00:35:42.125439
209,733,6437.0,2025-08-17 00:48:57.262019
210,921,2922.81,2025-12-13 18:12:50.661981
211,734,466.61,2025-10-05 04:55:46.661648
212,540,969.63,2026-01-18 05:34:07.450292
213,577,1570.58,2026-05-14 00:14:16.639000
214,901,1898.59,2025-11-19 21:39:23.485078
215,511,1262.92,2025-12-10 05:11:52.563397
216,570,3322.8,2025-07-24 21:59:33.418208
217,191,2918.64,2026-02-05 15:01:56.009871
218,415,1407.03,2025-11-03 06:33:35.968536
219,700,3854.19,2026-01-13 17:19:15.717254
220,229,2781.32,2025-12-22 21:29:08.290821
221,200,3015.4,2025-12-25 15:53:08.879624
222,281,6265.43,2025-10-17 19:39:26.198632
223,200,619.77,2025-11-25 06:39:40.974124
224,200,622.99,2025-08-11 03:51:04.026580
225,386,4395.59,2025-11-15 16:06:38.524656
226,920,2958.81,2025-10-30 13:34:32.518915
227,442,5222.18,2025-09-10 09:03:57.648882
228,200,130.42,2025-07-28 01:46:11.360580
229,56,1976.42,2026-05-20 05:54:52.508245
230,645,312.44,2025-11-01 09:02:43.946666
231,365,1401.94,2026-05-27 04:02:03.255932
232,793,338.61,2026-02-14 13:45:50.073930
233,587,274.11,2026-03-07 10:35:47.698779
234,762,24.49,2026-01-04 18:40:50.214674
235,229,1989.8,2026-01-22 10:09:40.361567
236,636,889.52,2026-02-24 22:07:06.805794
237,229,222.28,2025-12-24 06:55:50.886551
238,945,779.69,2025-10-09 04:57:16.071768
239,572,370.12,2026-03-22 23:07:04.700212
240,291,5684.13,2025-06-11 11:12:47.690420
241,229,771.34,2025-06-08 12:59:23.404514
242,200,812.79,2025-09-29 01:56:23.398003
243,641,3663.39,2025-06-02 15:29:19.647180
244,200,2086.86,2025-10-15 21:43:22.057191
245,536,2476.93,2025-12-28 15:34:25.406802
246,229,2021.21,2025-09-26 20:44:21.069893
247,588,5844.83,2025-08-28 02:09:46.782524
248,788,463.87,2025-12-22 16:51:01.643000
249,751,9026.87,2026-04-17 21:50:13.418220
250,740,3555.19,2026-05-07 06:16:19.784688
251,200,1778.19,2026-03-01 15:42:14.008366
252,68,2171.62,2025-09-16 18:57:06.474555
253,655,2092.95,2025-10-08 02:02:13.699209
254,347,120.34,2025-06-12 04:00:24.593523
255,396,491.84,2025-09-18 05:54:13.563587
256,5,6512.68,2025-05-31 12:01:17.298616
257,218,1528.7,2025-10-16 01:42:34.010117
258,5,950.77,2026-01-31 21:23:41.434417
259,887,2871.29,2026-01-05 08:25:01.904479
260,200,1486.86,2025-12-23 14:36:01.137515
261,483,26.5,2026-01-31 13:25:02.263430
262,11,2665.41,2025-06-04 14:23:34.822747
263,595,2635.16,2026-05-12 17:00:51.931648
264,291,361.0,2025-11-08 20:39:49.940503
265,914,6277.36,2025-08-28 11:20:06.816303
266,901,506.97,2025-07-14 15:06:31.321552
267,293,1224.05,2026-03-20 11:11:06.199611
268,914,243.74,2026-04-11 18:19:14.891138
269,988,1849.06,2025-06-03 21:21:34.205855
270,793,941.45,2025-07-03 19:15:35.398702
271,828,871.35,2026-02-26 09:49:33.728928
272,200,3508.66,2026-03-04 13:10:02.680605
273,505,19.22,2025-06-02 03:58:36.251720
274,41,3198.45,2025-10-29 17:10:19.561495
275,74,1694.69,2025-10-02 03:03:54.824461
276,997,8551.52,2025-11-30 22:49:37.794593
277,293,1780.48,2025-09-17 16:55:32.558550
278,733,113.94,2025-10-19 17:08:33.048036
279,772,103.95,2026-05-06 02:03:16.556989
280,832,4293.78,2025-07-15 00:20:09.101593
281,993,3680.4,2025-12-01 05:33:21.607387
282,200,848.96,2025-07-03 07:06:58.862495
283,12,1924.84,2025-12-13 18:23:44.106053
284,369,1345.09,2026-05-17 10:23:20.439098
285,135,6832.46,2025-11-04 09:07:56.028564
286,1,5989.9,2026-01-07 23:11:07.914300
287,333,8250.31,2025-11-19 22:22:13.707091
288,754,4026.54,2026-04-24 20:36:37.326004
289,483,4805.95,2026-02-27 02:03:48.157003
290,279,489.96,2026-04-18 05:06:25.714559
291,577,3555.79,2025-11-10 03:37:20.715763
292,200,2467.88,2026-01-09 06:55:29.542333
293,1,6582.17,2025-11-21 00:46:34.705435
294,740,1693.82,2025-06-18 06:22:39.689090
295,565,178.03,2025-12-31 05:51:10.884031
296,740,1819.62,2025-07-24 04:09:45.150744
297,11,2320.43,2026-01-16 01:11:59.618160
298,809,497.75,2025-12-12 17:28:51.873219
299,559,1002.12,2026-05-13 07:14:10.840575
300,483,1825.11,2025-12-16 21:24:47.937737
301,567,937.15,2025-07-05 05:13:25.945382
302,850,939.84,2025-10-27 15:41:59.224231
303,521,285.63,2025-12-22 07:20:32.444468
304,516,5651.87,2025-12-16 18:41:06.079360
305,986,2776.55,2025-07-21 17:58:03.783091
306,733,2.49,2026-01-26 14:53:15.236541
307,411,2901.57,2025-06-27 01:10:30.475831
308,676,2692.57,2026-05-14 02:56:19.983091
309,365,19.56,2025-07-21 21:11:06.911131
310,200,922.82,2026-02-16 00:32:34.553992
311,540,1866.61,2026-05-09 07:50:29.145225
312,939,1205.7,2026-02-22 02:08:57.598312
313,939,3010.03,2025-09-12 12:29:32.557188
314,305,1108.37,2025-06-23 22:40:53.995131
315,471,334.15,2026-01-19 20:36:33.725849
316,200,7494.34,2025-08-09 11:10:22.496419
317,987,554.25,2025-08-01 01:01:30.903829
318,977,2529.52,2025-09-21 19:49:22.842956
319,577,309.0,2025-09-11 11:34:54.823883
320,770,798.01,2026-01-15 12:41:59.104230
321,696,1166.89,2025-08-08 07:08:45.396240
322,534,426.96,2025-12-04 09:47:13.516924
323,26,1195.53,2025-12-09 04:30:31.221772
324,415,341.96,2025-12-18 05:52:59.912606
325,606,1637.45,2026-04-20 23:12:27.747039
326,613,2179.58,2025-08-21 15:04:19.902619
327,350,128.94,2026-01-06 08:50:52.039475
328,951,4097.94,2025-11-14 18:18:22.851947
329,200,409.48,2025-10-09 23:39:21.708091
330,433,510.72,2025-06-14 23:46:37.281591
331,633,2165.58,2025-06-15 19:23:46.809940
332,649,1265.05,2025-08-30 11:14:25.179228
333,577,1383.88,2025-08-04 23:32:21.025963
334,229,274.29,2026-03-09 06:11:31.398834
335,191,3277.07,2026-04-02 06:19:13.059546
336,572,1919.72,2026-01-24 17:48:18.791314
337,543,290.94,2025-11-14 13:20:18.961684
338,200,936.81,2025-11-22 13:26:46.430038
339,669,3325.78,2025-12-26 08:41:48.527452
340,415,1680.3,2025-07-22 00:35:11.709080
341,598,230.03,2025-06-01 12:27:42.499315
342,810,932.91,2025-09-18 05:18:55.036992
343,200,555.98,2025-12-29 04:08:09.915562
344,1,1457.41,2025-11-11 16:57:33.953829
345,751,3707.62,2025-08-09 17:42:28.467082
346,543,1146.35,2025-10-30 19:00:48.094969
347,657,1136.0,2025-06-19 10:48:27.879538
348,811,4715.16,2026-05-14 02:37:27.369457
349,768,1716.92,2026-04-03 10:54:24.270108
350,965,1670.3,2026-04-30 18:48:27.644538
351,482,607.38,2025-07-04 06:09:17.832793
352,415,1871.57,2025-09-27 18:34:01.098903
353,365,1715.62,2026-03-06 04:11:40.299582
354,189,1011.18,2026-02-18 06:35:31.109317
355,498,9354.53,2026-05-11 08:11:21.228353
356,229,4272.29,2025-12-24 03:51:36.817315
357,936,2769.28,2025-10-09 06:35:37.837567
358,520,1541.55,2025-10-12 23:47:11.245826
359,532,1240.02,2025-12-17 21:51:26.107029
360,331,408.88,2026-02-24 02:06:06.966295
361,25,729.81,2025-09-28 11:27:33.462137
362,5,2974.09,2025-10-02 17:54:31.746390
363,381,1209.35,2026-03-20 02:37:23.533016
364,60,4278.71,2025-12-28 04:08:28.601597
365,543,320.13,2025-08-31 01:20:48.416269
366,892,1419.96,2026-03-12 04:57:06.930790
367,895,2082.38,2025-08-11 15:16:01.088149
368,587,1454.85,2025-11-02 04:07:18.099426
369,200,4400.54,2025-10-26 02:50:06.125612
370,848,9124.85,2026-03-01 13:42:04.597614
371,901,246.22,2025-10-19 04:04:42.425567
372,200,278.42,2026-05-15 23:20:34.803984
373,720,279.27,2025-07-01 11:44:17.074149
374,240,,2025-11-02 06:00:19.532166
375,768,932.58,2025-12-16 08:39:46.077462
376,992,2643.37,2025-11-20 02:07:31.594431
377,5,1039.97,2026-02-11 09:52:26.221355
378,914,1975.61,2025-10-13 13:14:55.149731
379,563,2938.12,2026-05-17 10:59:25.540017
380,973,,2025-12-17 23:36:31.002354
381,415,1550.9,2025-11-13 15:59:54.540622
382,829,184.74,2025-07-18 20:03:09.448640
383,36,1057.92,2026-01-03 22:46:21.312835
384,296,1578.33,2025-12-15 02:25:02.152292
385,40,1239.72,2025-12-10 09:23:28.138725
386,973,4620.87,2026-01-03 23:41:10.693390
387,791,4740.24,2026-03-21 06:30:48.277158
388,829,3451.02,2026-03-05 14:10:23.154806
389,944,940.96,2026-04-30 16:25:46.508406
390,60,2526.73,2025-12-24 14:18:23.897129
391,365,1006.01,2026-05-19 11:32:33.327379
392,47,,2026-03-05 15:17:07.958354
393,200,839.85,2025-12-08 18:43:28.593513
394,200,147.22,2026-02-07 13:40:44.406104
395,415,806.27,2025-12-18 14:40:33.187531
396,229,1235.12,2025-11-07 23:04:36.422551
397,88,6223.67,2026-04-20 13:27:40.024447
398,200,752.04,2025-08-21 11:22:23.183642
399,173,4654.85,2025-08-14 02:53:21.447195
400,973,519.77,2025-06-13 02:17:33.498033
401,737,423.84,2026-01-17 08:10:20.045661
402,965,1463.76,2026-05-18 23:18:34.529827
403,403,2232.6,2025-09-25 10:53:30.074494
404,229,90.69,2026-02-28 06:34:38.423814
405,767,499.66,2026-04-06 17:39:00.321041
406,293,1216.45,2025-08-23 10:04:03.087768
407,253,803.96,2025-08-24 02:43:37.436251
408,200,2493.91,2026-03-27 10:32:44.243479
409,135,,2025-09-06 19:08:22.439053
410,207,349.56,2026-05-29 04:10:47.546452
411,331,4497.43,2025-07-24 18:56:26.985862
412,605,693.18,2025-08-17 23:52:54.656757
413,36,2627.06,2025-06-21 14:07:39.891428
414,200,3027.49,2026-02-25 04:38:38.470184
415,776,6602.22,2025-10-12 23:44:54.526331
416,172,1380.33,2026-03-03 21:39:29.877262
417,306,1913.37,2025-11-20 13:47:14.698372
418,851,815.56,2025-12-07 06:49:25.720649
419,191,2267.52,2026-02-20 09:19:03.521942
420,58,1244.94,2026-02-13 08:16:23.434045
421,415,1151.27,2025-08-09 16:27:00.020708
422,259,3868.5,2025-06-28 21:28:00.573598
423,483,102.94,2025-09-03 23:46:11.309292
424,768,4273.5,2026-04-26 17:38:07.392806
425,149,3822.03,2026-01-29 16:22:57.970281
426,515,1411.92,2025-09-19 11:40:34.328514
427,442,1347.48,2025-12-16 05:51:34.407748
428,169,898.23,2025-08-06 18:11:42.990982
429,565,10290.78,2025-07-04 17:35:58.206473
430,229,,2025-12-02 01:07:29.232465
431,415,1784.25,2026-05-26 19:20:07.190640
432,56,2289.41,2026-01-18 20:22:18.219046
433,415,5446.23,2025-06-08 02:09:25.778007
434,267,3030.11,2026-02-20 17:57:37.061912
435,793,2064.79,2026-01-02 14:02:53.596042
436,33,248.44,2026-04-26 07:29:00.007143
437,379,935.96,2026-04-02 21:06:30.608225
438,415,298.95,2026-02-25 03:05:44.895615
439,706,4260.84,2025-09-29 08:36:47.556018
440,503,2769.56,2025-07-09 13:31:16.388138
441,596,2833.81,2025-11-19 10:14:05.645429
442,751,2112.58,2025-10-27 21:24:39.399685
443,846,1414.67,2026-03-01 20:38:29.333315
444,281,324.97,2025-06-28 23:16:16.157499
445,483,800.04,2025-11-18 15:15:20.089438
446,818,294.49,2026-04-23 17:39:38.766176
447,986,2581.34,2025-10-31 06:29:13.381814
448,901,349.25,2025-10-28 20:43:40.038281
449,350,2422.09,2026-01-05 17:02:03.002388
450,200,2356.97,2025-07-27 08:02:03.471412
451,415,1229.8,2025-06-09 19:04:23.952308
452,729,290.58,2025-06-21 18:15:37.042916
453,415,756.09,2025-09-16 18:14:37.173143
454,415,771.6,2026-04-30 22:08:47.796562
455,812,2410.51,2025-08-21 08:48:52.760324
456,333,241.5,2026-04-10 06:20:17.067684
457,838,3532.99,2025-12-22 15:29:20.551850
458,365,2862.64,2025-06-06 21:35:00.512202
459,293,412.34,2025-07-28 07:48:41.956223
460,415,2539.97,2025-08-21 04:05:24.897350
461,740,2208.33,2026-01-10 16:42:15.880733
462,131,2757.61,2026-02-04 00:47:38.228264
463,200,418.8,2025-07-14 08:34:09.344267
464,963,342.98,2025-07-06 17:04:11.801575
465,200,539.64,2025-07-01 19:29:49.652194
466,485,911.01,2025-06-07 00:20:20.501086
467,513,3156.51,2025-06-04 05:28:46.839265
468,415,2678.24,2025-10-06 05:11:29.640990
469,577,5192.61,2026-04-18 19:12:26.146724
470,200,120.84,2025-10-14 05:57:28.672236
471,483,23.25,2025-10-10 10:37:17.610126
472,350,2402.21,2026-05-15 14:57:48.122729
473,588,655.03,2025-11-16 07:46:12.290714
474,161,813.17,2025-10-30 02:55:27.905245
475,492,1582.85,2025-07-25 10:20:38.146692
476,200,216.09,2026-03-17 03:32:25.011755
477,229,2058.33,2026-01-26 12:46:57.404704
478,200,786.52,2025-08-18 13:00:43.797965
479,200,2003.24,2026-05-12 15:19:44.369110
480,793,3591.62,2025-08-27 22:15:12.437381
481,239,375.34,2025-12-26 14:31:47.659344
482,939,5343.62,2026-01-07 00:18:34.624846
483,971,1512.98,2025-11-14 02:25:59.091568
484,494,5126.02,2025-12-21 08:56:43.036701
485,166,465.71,2025-11-28 04:03:16.127476
486,356,1855.53,2025-11-29 02:13:38.481606
487,766,1034.65,2026-01-16 10:14:58.734339
488,345,2976.41,2026-01-29 04:48:03.323720
489,64,1862.35,2025-08-28 08:08:14.217590
490,483,1364.48,2025-10-04 13:33:45.705656
491,828,4883.36,2026-01-26 03:35:17.745842
492,761,946.79,2026-05-06 22:54:16.172937
493,200,496.87,2026-04-22 19:30:49.119118
494,604,1873.5,2026-01-15 06:26:37.766480
495,200,1956.48,2025-06-15 07:13:30.283165
496,200,1156.41,2026-03-16 11:31:22.551170
497,878,1333.44,2026-03-08 20:47:44.251122
498,200,6415.55,2026-05-26 20:37:10.819812
499,228,2638.66,2025-10-28 02:23:45.013554
500,1,234.42,2025-10-03 12:48:07.945963
501,869,476.84,2026-04-11 15:20:20.674075
502,761,7424.43,2025-10-05 06:25:49.381186
503,568,2592.66,2026-05-09 08:52:23.361351
504,733,4931.27,2025-12-18 11:55:44.494707
505,185,724.41,2025-06-23 06:22:45.462020
506,415,2708.56,2025-07-06 09:26:47.115339
507,324,2503.55,2026-04-20 12:38:50.873060
508,72,698.24,2025-12-26 05:14:46.076152
509,415,1600.65,2026-04-29 18:17:06.992031
510,936,1974.58,2025-11-23 10:48:21.237103
511,12,1312.21,2026-01-20 02:32:55.533067
512,242,3510.99,2025-07-12 02:57:29.938911
513,200,3577.96,2025-08-29 00:27:22.562201
514,200,3802.26,2025-08-12 19:08:39.428822
515,921,3253.41,2026-04-18 22:33:50.555973
516,415,1339.19,2026-05-12 14:10:38.809668
517,415,960.72,2025-07-19 15:36:34.531846
518,739,3560.17,2026-02-24 01:33:27.088295
519,191,1347.48,2025-06-13 06:42:54.433134
520,415,565.71,2025-11-23 04:25:20.395572
521,395,1415.89,2025-06-28 18:11:13.351439
522,540,305.95,2025-06-17 10:26:10.547816
523,1000,2352.91,2026-02-25 22:33:17.523522
524,744,818.71,2026-02-19 06:44:06.565828
525,365,603.99,2025-07-23 20:24:25.649158
526,793,6270.39,2025-08-29 02:54:12.999046
527,200,3000.1,2025-11-25 19:13:29.980052
528,5,3093.58,2026-02-03 18:49:47.566715
529,200,1954.85,2025-10-12 02:28:47.397807
530,301,3654.85,2026-01-21 18:50:52.362093
531,447,2847.27,2025-09-07 19:21:21.121154
532,550,1826.46,2025-12-30 13:35:55.619240
533,928,6494.78,2025-08-21 05:54:53.261235
534,446,425.38,2026-03-10 00:36:03.856855
535,434,5742.78,2025-11-16 12:08:30.772771
536,24,1026.45,2025-12-23 00:06:20.150983
537,6,1503.24,2026-02-27 20:26:15.954296
538,483,261.9,2025-11-06 10:17:32.930772
539,401,1553.52,2026-04-11 08:38:43.794462
540,814,1889.42,2026-03-18 15:57:23.718363
541,199,12151.03,2025-06-01 13:30:48.988461
542,1,7393.21,2026-02-23 21:06:35.912701
543,415,6786.3,2026-05-22 01:19:19.105952
544,200,856.61,2026-04-27 11:54:33.386660
545,23,9481.18,2025-10-29 20:43:51.921732
546,705,1215.69,2025-11-02 02:19:29.302648
547,105,3818.87,2026-05-04 23:22:40.574435
548,543,487.51,2025-06-06 03:38:28.063074
549,229,1409.76,2025-06-21 17:23:29.225744
550,200,6763.5,2026-05-12 06:27:57.991804
551,365,5876.11,2026-02-14 08:00:21.189655
552,768,2302.35,2026-03-21 02:34:50.352934
553,365,3197.14,2025-07-25 09:11:00.739869
554,733,388.21,2025-08-17 13:00:49.747225
555,131,2557.81,2026-02-09 00:59:16.196128
556,746,1924.94,2025-06-25 12:40:26.783792
557,200,,2026-05-09 09:26:15.890821
558,613,240.18,2025-07-11 21:08:24.305722
559,483,229.57,2026-04-11 15:34:13.033655
560,939,2577.3,2025-11-25 04:16:16.029107
561,365,305.64,2026-02-08 11:19:44.408476
562,39,1261.22,2025-11-04 20:46:55.086511
563,1,883.16,2026-04-28 03:55:23.966155
564,793,1599.26,2026-02-01 03:54:38.450717
565,463,2451.6,2025-10-16 03:32:56.699117
566,747,2308.6,2025-09-01 10:29:44.037942
567,200,1449.36,2025-11-19 13:20:56.901103
568,311,1248.49,2025-06-02 23:38:56.963479
569,5,1014.38,2026-01-01 04:38:10.047061
